"token" "subject" "word" "group" "language" "cons" "stress" "vot" "cog" "sd" "skew" "kurt" "cm"
"2064" "BIL_yamileDiaz_tabloid_english_1140" "yamileDi" "tabloid" "bilingual" "English" "t" "stressed" 33.07 6930.81 3780.11 -0.7 -0.85 -37542395812.94
"2065" "BIL_yamileDiaz_tabloid_english_1226" "yamileDi" "tabloid" "bilingual" "English" "t" "stressed" 67.32 8819.76 3325.61 -1.11 0.69 -41004178236.09
"2066" "BIL_yamileDiaz_tabloid_english_1270" "yamileDi" "tabloid" "bilingual" "English" "t" "stressed" 31.9 6853.65 3500.64 -0.46 -0.79 -19695514125.27
"2067" "BIL_yamileDiaz_taboo_english_1096" "yamileDi" "taboo" "bilingual" "English" "t" "unstressed" 54.94 3563.49 1988.14 0.63 1.73 4922271919.27
"2068" "BIL_yamileDiaz_taboo_english_1134" "yamileDi" "taboo" "bilingual" "English" "t" "unstressed" 36.77 5597.85 2310.57 -0.28 0.18 -3419976584.22
"2069" "BIL_yamileDiaz_taboo_english_1216" "yamileDi" "taboo" "bilingual" "English" "t" "unstressed" 47.2 6743.67 2634.17 -0.86 0.57 -15808871837.89
"2070" "BIL_yamileDiaz_tackle_english_1126" "yamileDi" "tackle" "bilingual" "English" "t" "stressed" 72.07 7337.25 2317.54 -1.71 2.81 -21338362830.69
"2071" "BIL_yamileDiaz_tackle_english_1128" "yamileDi" "tackle" "bilingual" "English" "t" "stressed" 45.6 7909.34 2714.49 -1.57 1.71 -31468639824.95
"2072" "BIL_yamileDiaz_tackle_english_1198" "yamileDi" "tackle" "bilingual" "English" "t" "stressed" 43.41 4196.4 2508.2 0.55 -0.05 8646397104.78
"2073" "BIL_yamileDiaz_tactics_english_1184" "yamileDi" "tactics" "bilingual" "English" "t" "stressed" 55.63 5750.08 2642.34 -0.57 -0.62 -10515876799.43
"2074" "BIL_yamileDiaz_tactics_english_1254" "yamileDi" "tactics" "bilingual" "English" "t" "stressed" 39.56 7987.74 2796.76 -1.5 1.51 -32740716268.64
"2075" "BIL_yamileDiaz_tactil_spanish_1106" "yamileDi" "tactil" "bilingual" "Spanish" "t" "stressed" 11.94 607.78 377.07 8.7 159.48 466280915.81
"2076" "BIL_yamileDiaz_tactil_spanish_1108" "yamileDi" "tactil" "bilingual" "Spanish" "t" "stressed" 7.87 669.95 668.37 6.47 55.19 1931636620
"2077" "BIL_yamileDiaz_tactil_spanish_1138" "yamileDi" "tactil" "bilingual" "Spanish" "t" "stressed" 12.62 858.85 986.71 5.27 37.44 5057828005.31
"2078" "BIL_yamileDiaz_tamano_spanish_1104" "yamileDi" "tamano" "bilingual" "Spanish" "t" "unstressed" 8.6 575.68 413.16 7.85 153.01 553891898.1
"2079" "BIL_yamileDiaz_tamano_spanish_1150" "yamileDi" "tamano" "bilingual" "Spanish" "t" "unstressed" 8.87 709.6 352.96 7.45 142.71 327499906.63
"2080" "BIL_yamileDiaz_tamano_spanish_1188" "yamileDi" "tamano" "bilingual" "Spanish" "t" "unstressed" 13.38 780.55 853.95 5.33 36.71 3319000320.04
"2081" "BIL_yamileDiaz_tambien_spanish_1092" "yamileDi" "tambien" "bilingual" "Spanish" "t" "unstressed" 8.68 716.86 540.41 8.15 101.29 1286853468.29
"2082" "BIL_yamileDiaz_tambien_spanish_1208" "yamileDi" "tambien" "bilingual" "Spanish" "t" "unstressed" 8.73 759.93 547.95 3.91 32.32 643599196.74
"2083" "BIL_yamileDiaz_tambien_spanish_1280" "yamileDi" "tambien" "bilingual" "Spanish" "t" "unstressed" 7.13 786.25 446.05 4.29 37.09 380791529.48
"2084" "BIL_yamileDiaz_tambourine_english_1034" "yamileDi" "tambourine" "bilingual" "English" "t" "unstressed" 67.28 8551.34 2810.66 -1.4 1.86 -31194847810.71
"2085" "BIL_yamileDiaz_tambourine_english_1166" "yamileDi" "tambourine" "bilingual" "English" "t" "unstressed" 58.36 6222.61 4058.31 -0.31 -1.43 -20544853474.66
"2086" "BIL_yamileDiaz_tambourine_english_1258" "yamileDi" "tambourine" "bilingual" "English" "t" "unstressed" 45.44 3134.49 3480.36 1.2 0.11 50554350361.67
"2087" "BIL_yamileDiaz_tampoco_spanish_1168" "yamileDi" "tampoco" "bilingual" "Spanish" "t" "unstressed" 11.47 564.87 401.28 7.94 139.94 513076108.42
"2088" "BIL_yamileDiaz_tampoco_spanish_1230" "yamileDi" "tampoco" "bilingual" "Spanish" "t" "unstressed" 11.11 680.54 454.33 6.53 96.22 612690411.78
"2089" "BIL_yamileDiaz_tampoco_spanish_1252" "yamileDi" "tampoco" "bilingual" "Spanish" "t" "unstressed" 13.62 776.24 1440.8 5.18 27.4 15504028414.03
"2090" "BIL_yamileDiaz_tanker_english_1090" "yamileDi" "tanker" "bilingual" "English" "t" "stressed" 60.2 7487.32 3332.17 -0.77 -0.35 -28551712342.7
"2091" "BIL_yamileDiaz_tanker_english_1100" "yamileDi" "tanker" "bilingual" "English" "t" "stressed" 49.73 9390.46 1712.15 -1.47 4.34 -7388365307.29
"2092" "BIL_yamileDiaz_tanker_english_1122" "yamileDi" "tanker" "bilingual" "English" "t" "stressed" 50.25 7726.72 2347.19 -1.74 2.93 -22520904865.41
"2093" "BIL_yamileDiaz_tanque_spanish_1074" "yamileDi" "tanque" "bilingual" "Spanish" "t" "stressed" 9.68 701.55 393.21 6.65 84.96 404308344.33
"2094" "BIL_yamileDiaz_tanque_spanish_1120" "yamileDi" "tanque" "bilingual" "Spanish" "t" "stressed" 9.23 754.22 572.77 4.22 31.61 792426358.94
"2095" "BIL_yamileDiaz_tanque_spanish_1130" "yamileDi" "tanque" "bilingual" "Spanish" "t" "stressed" 11.08 732.49 792.14 4.29 30.41 2131252844.81
"2096" "BIL_yamileDiaz_tanto_spanish_1156" "yamileDi" "tanto" "bilingual" "Spanish" "t" "stressed" 9.02 617.29 304.03 9.03 218.01 253876209.97
"2097" "BIL_yamileDiaz_tanto_spanish_1236" "yamileDi" "tanto" "bilingual" "Spanish" "t" "stressed" 9.52 654.4 536.83 6.42 73.06 992572919.93
"2098" "BIL_yamileDiaz_tanto_spanish_1282" "yamileDi" "tanto" "bilingual" "Spanish" "t" "stressed" 10.18 638.79 513.87 5.76 59.65 780961318.05
"2099" "BIL_yamileDiaz_tantrum_english_1004" "yamileDi" "tantrum" "bilingual" "English" "t" "stressed" 76.38 4196.81 2022.16 -0.01 0.77 -113239193.11
"2100" "BIL_yamileDiaz_tantrum_english_1192" "yamileDi" "tantrum" "bilingual" "English" "t" "stressed" 60.8 3737.6 2415.13 -0.02 -0.27 -250686169.67
"2101" "BIL_yamileDiaz_tantrum_english_1278" "yamileDi" "tantrum" "bilingual" "English" "t" "stressed" 48.17 5521.96 3916.42 0.1 -1.19 6213947599.83
"2102" "BIL_yamileDiaz_tapioca_english_1012" "yamileDi" "tapioca" "bilingual" "English" "t" "unstressed" 50.5 9055.95 1531.16 -2.07 10.61 -7440068023.99
"2103" "BIL_yamileDiaz_tapioca_english_1056" "yamileDi" "tapioca" "bilingual" "English" "t" "unstressed" 49.41 3429.17 3375.52 0.91 -0.44 34939266643.08
"2104" "BIL_yamileDiaz_tapioca_english_1238" "yamileDi" "tapioca" "bilingual" "English" "t" "unstressed" 43.26 6639.88 3084.9 -0.07 0.25 -2189461096.92
"2105" "BIL_yamileDiaz_tattoing_english_1094" "yamileDi" "tattooing" "bilingual" "English" "t" "unstressed" 34.59 2505.56 2204.44 1.03 1.61 11037183827.52
"2106" "BIL_yamileDiaz_tattoo_english_1118" "yamileDi" "tattoo" "bilingual" "English" "t" "unstressed" 60.72 4670.78 2305.81 0.05 -0.16 660176470.92
"2107" "BIL_yamileDiaz_tattoo_english_1204" "yamileDi" "tattoo" "bilingual" "English" "t" "unstressed" 40.26 4685.01 3065.15 0.15 -1.14 4205491407.57
"2108" "BIL_yamileDiaz_tattoo_english_1218" "yamileDi" "tattoo" "bilingual" "English" "t" "unstressed" 47.71 3944.71 2110.35 0.56 1.01 5247721518.39
"2109" "BIL_yamileDiaz_tattooing_english_1020" "yamileDi" "tattooing" "bilingual" "English" "t" "unstressed" 73.01 6302.73 2393.32 -0.46 0.03 -6303688010.11
"2110" "BIL_yamileDiaz_tattooing_english_1262" "yamileDi" "tattooing" "bilingual" "English" "t" "unstressed" 43.73 1280.79 1753.53 2.32 8.47 12498370314.94
"2111" "BIL_yamileDiaz_taza_spanish_1046" "yamileDi" "taza" "bilingual" "Spanish" "t" "stressed" 7.27 869.37 464.53 4.39 34.1 440051676.76
"2112" "BIL_yamileDiaz_taza_spanish_1148" "yamileDi" "taza" "bilingual" "Spanish" "t" "stressed" 7.07 772.75 432.33 5.85 75.5 472662834.47
"2113" "BIL_zaidaVega_daba_english_1206" "zaidaVeg" "daba" "bilingual" "English" "d" "stressed" -62.74 497.55 407.42 8.53 134.45 576705453.47
"2114" "BIL_zaidaVega_daba_spanish_1194" "zaidaVeg" "daba" "bilingual" "Spanish" "d" "stressed" -139.78 534.08 444.29 7 93.59 613792695.46
"2115" "BIL_zaidaVega_daba_spanish_1262" "zaidaVeg" "daba" "bilingual" "Spanish" "d" "stressed" -89.5 539.52 506.57 6.94 64.25 901644597.49
"2116" "BIL_zaidaVega_daga_spanish_1106" "zaidaVeg" "daga" "bilingual" "Spanish" "d" "stressed" -69.52 496.23 380.87 6.36 103.93 351567738.52
"2117" "BIL_zaidaVega_daga_spanish_1150" "zaidaVeg" "daga" "bilingual" "Spanish" "d" "stressed" -48.72 546.5 508.02 4.29 45.47 562416394.79
"2118" "BIL_zaidaVega_daga_spanish_1216" "zaidaVeg" "daga" "bilingual" "Spanish" "d" "stressed" -73.47 491.45 355.53 9.12 162.17 410027684.14
"2119" "BIL_zaidaVega_dagger_english_1016" "zaidaVeg" "dagger" "bilingual" "English" "d" "stressed" 19.53 965.49 1879.55 3 8.35 19896902912.66
"2120" "BIL_zaidaVega_dagger_english_1122" "zaidaVeg" "dagger" "bilingual" "English" "d" "stressed" 17.85 1086.07 2010.17 2.43 5.65 19727618687.73
"2121" "BIL_zaidaVega_dagger_english_1222" "zaidaVeg" "dagger" "bilingual" "English" "d" "stressed" 19.79 1089.08 2183.9 2.45 5.05 25525007778.1
"2122" "BIL_zaidaVega_dakota_english_1038" "zaidaVeg" "dakota" "bilingual" "English" "d" "unstressed" 17.35 1868.31 2430.72 1.07 -0.1 15416381169.65
"2123" "BIL_zaidaVega_dakota_english_1068" "zaidaVeg" "dakota" "bilingual" "English" "d" "unstressed" -98.01 1775.18 2615.39 1.47 0.84 26220308866.29
"2124" "BIL_zaidaVega_dakota_english_1234" "zaidaVeg" "dakota" "bilingual" "English" "d" "unstressed" -55.16 1069 2024.1 2.76 7.59 22881397622.38
"2125" "BIL_zaidaVega_daltonian_english_1022" "zaidaVeg" "daltonian" "bilingual" "English" "d" "unstressed" 19.39 953.86 1341.91 3.22 17.14 7787160685.04
"2126" "BIL_zaidaVega_daltonian_english_1146" "zaidaVeg" "daltonian" "bilingual" "English" "d" "unstressed" 18.87 576.36 906.88 4.61 40.2 3440533816.24
"2127" "BIL_zaidaVega_daltonian_english_1160" "zaidaVeg" "daltonian" "bilingual" "English" "d" "unstressed" 21.98 909.36 1774.5 3.5 14.76 19581620328.86
"2128" "BIL_zaidaVega_daltonico_spanish_1064" "zaidaVeg" "daltonico" "bilingual" "Spanish" "d" "unstressed" -53.28 374.63 471.11 11.73 228.42 1226020792.99
"2129" "BIL_zaidaVega_daltonico_spanish_1070" "zaidaVeg" "daltonico" "bilingual" "Spanish" "d" "unstressed" -80.84 528.96 461.25 5.56 65.78 545430738.32
"2130" "BIL_zaidaVega_daltonico_spanish_1190" "zaidaVeg" "daltonico" "bilingual" "Spanish" "d" "unstressed" -28.93 379.8 429.22 11.23 200.07 888053972.52
"2131" "BIL_zaidaVega_dama_spanish_1078" "zaidaVeg" "dama" "bilingual" "Spanish" "d" "stressed" -57.39 524.46 505.99 6.81 82.74 882083014.34
"2132" "BIL_zaidaVega_dama_spanish_1208" "zaidaVeg" "dama" "bilingual" "Spanish" "d" "stressed" -47.65 513.69 436.1 6.67 80.46 553212798.84
"2133" "BIL_zaidaVega_dama_spanish_1244" "zaidaVeg" "dama" "bilingual" "Spanish" "d" "stressed" 10.01 520.93 511.63 5.85 69.92 783180089.58
"2134" "BIL_zaidaVega_damage_english_1020" "zaidaVeg" "damage" "bilingual" "English" "d" "stressed" 13.88 618.13 854.88 4.24 26.51 2648980728.37
"2135" "BIL_zaidaVega_damage_english_1164" "zaidaVeg" "damage" "bilingual" "English" "d" "stressed" 14.71 674.48 999.35 4.93 34.55 4917563196.47
"2136" "BIL_zaidaVega_damage_english_1252" "zaidaVeg" "damage" "bilingual" "English" "d" "stressed" 14.52 1115.61 1361.24 1.64 2.97 4148032974.98
"2137" "BIL_zaidaVega_damnation_english_1088" "zaidaVeg" "damnation" "bilingual" "English" "d" "unstressed" 18.61 1025.81 1669.46 3.26 14.01 15177234821.96
"2138" "BIL_zaidaVega_damnation_english_1104" "zaidaVeg" "damnation" "bilingual" "English" "d" "unstressed" 17.48 748.32 1325.95 3.84 19.05 8962307236.18
"2139" "BIL_zaidaVega_damnation_english_1210" "zaidaVeg" "damnation" "bilingual" "English" "d" "unstressed" 15.42 552.26 1048.21 4.95 31.05 5699969107.39
"2140" "BIL_zaidaVega_damper_english_1006" "zaidaVeg" "damper" "bilingual" "English" "d" "stressed" 77.14 3337.37 2866.87 0.73 -0.28 17126411774.21
"2141" "BIL_zaidaVega_damper_english_1110" "zaidaVeg" "damper" "bilingual" "English" "d" "stressed" 71.36 4828.49 2918.18 0.05 -0.8 1149976389.94
"2142" "BIL_zaidaVega_damper_english_1140" "zaidaVeg" "damper" "bilingual" "English" "d" "stressed" 22.36 1275.81 1657.07 2.15 7.11 9790679459.66
"2143" "BIL_zaidaVega_danar_spanish_1118" "zaidaVeg" "danar" "bilingual" "Spanish" "d" "unstressed" -25.51 497.52 596.4 8.09 97.55 1715392547.8
"2144" "BIL_zaidaVega_danar_spanish_1134" "zaidaVeg" "danar" "bilingual" "Spanish" "d" "unstressed" -39.03 489.38 480.83 7.58 121.67 842633507.08
"2145" "BIL_zaidaVega_danar_spanish_1232" "zaidaVeg" "danar" "bilingual" "Spanish" "d" "unstressed" -73.1 477.52 358.21 9.1 167.25 418409254.74
"2146" "BIL_zaidaVega_dancette_english_1024" "zaidaVeg" "dancette" "bilingual" "English" "d" "unstressed" 24.5 3069.29 3190.37 0.86 -0.46 27914192203.69
"2147" "BIL_zaidaVega_dancette_english_1030" "zaidaVeg" "dancette" "bilingual" "English" "d" "unstressed" 22.09 3695.35 3045.57 0.46 -1.08 12932835863.69
"2148" "BIL_zaidaVega_dancette_english_1040" "zaidaVeg" "dancette" "bilingual" "English" "d" "unstressed" 27.45 2907.26 2625.68 1.04 0.38 18800950792.38
"2149" "BIL_zaidaVega_dancing_english_1034" "zaidaVeg" "dancing" "bilingual" "English" "d" "stressed" 18.85 1154.2 1858.87 2.69 7.66 17251746251.41
"2150" "BIL_zaidaVega_dancing_english_1046" "zaidaVeg" "dancing" "bilingual" "English" "d" "stressed" 17.89 1698.4 2418.43 1.76 2.59 24927671560.77
"2151" "BIL_zaidaVega_dancing_english_1226" "zaidaVeg" "dancing" "bilingual" "English" "d" "stressed" 14.2 858.67 1143.09 2.42 7.89 3609285205.53
"2152" "BIL_zaidaVega_danesa_spanish_1036" "zaidaVeg" "danesa" "bilingual" "Spanish" "d" "unstressed" -73.94 487.36 411.63 9.59 181.81 668860103.29
"2153" "BIL_zaidaVega_danesa_spanish_1108" "zaidaVeg" "danesa" "bilingual" "Spanish" "d" "unstressed" -57.8 647.13 632.28 4.82 39.5 1219466840.87
"2154" "BIL_zaidaVega_danesa_spanish_1130" "zaidaVeg" "danesa" "bilingual" "Spanish" "d" "unstressed" -111.27 507.31 471.55 6.9 97.08 723891428.32
"2155" "BIL_zaidaVega_danielle_english_1048" "zaidaVeg" "danielle" "bilingual" "English" "d" "unstressed" 31.53 3760.26 2811.96 0.62 -0.29 13798415020.59
"2156" "BIL_zaidaVega_danielle_english_1264" "zaidaVeg" "danielle" "bilingual" "English" "d" "unstressed" 34.03 5286.34 2710.76 -0.32 -0.5 -6340748320.53
"2157" "BIL_zaidaVega_danielle_english_1272" "zaidaVeg" "danielle" "bilingual" "English" "d" "unstressed" 26.49 3624.19 2928.47 0.72 -0.43 17988913520.2
"2158" "BIL_zaidaVega_danino_spanish_1180" "zaidaVeg" "danino" "bilingual" "Spanish" "d" "unstressed" -106.91 542.43 556.24 5.26 40.66 905579363.07
"2159" "BIL_zaidaVega_danino_spanish_1228" "zaidaVeg" "danino" "bilingual" "Spanish" "d" "unstressed" 16.19 702.8 891.54 3.69 27.67 2612564463.35
"2160" "BIL_zaidaVega_danino_spanish_1282" "zaidaVeg" "danino" "bilingual" "Spanish" "d" "unstressed" -49.44 514.8 993.95 5.32 37.63 5220713558.54
"2161" "BIL_zaidaVega_dano_spanish_1004" "zaidaVeg" "dano" "bilingual" "Spanish" "d" "stressed" -62.15 722.75 799.77 3.46 14.14 1770731175.22
"2162" "BIL_zaidaVega_dano_spanish_1052" "zaidaVeg" "dano" "bilingual" "Spanish" "d" "stressed" -71.65 479.16 303.18 11.39 218.7 317531178.62
"2163" "BIL_zaidaVega_dano_spanish_1138" "zaidaVeg" "dano" "bilingual" "Spanish" "d" "stressed" -75.52 519.7 389.54 6.79 105.64 401185451.23
"2164" "BIL_zaidaVega_danza_spanish_1010" "zaidaVeg" "danza" "bilingual" "Spanish" "d" "stressed" -27.54 423.36 474.09 8.97 150.13 956146589.66
"2165" "BIL_zaidaVega_danza_spanish_1028" "zaidaVeg" "danza" "bilingual" "Spanish" "d" "stressed" -70.82 469.64 382.13 8.71 161.84 485865358.7
"2166" "BIL_zaidaVega_danza_spanish_1278" "zaidaVeg" "danza" "bilingual" "Spanish" "d" "stressed" -74.11 570.53 483.66 5.14 53.72 581715136.3
"2167" "BIL_zaidaVega_danzar_spanish_1012" "zaidaVeg" "danzar" "bilingual" "Spanish" "d" "unstressed" 15.15 388.36 308.8 19.59 918.39 576780074.29
"2168" "BIL_zaidaVega_danzar_spanish_1042" "zaidaVeg" "danzar" "bilingual" "Spanish" "d" "unstressed" 26.96 508.34 412.18 6.31 98.06 441660901.8
"2169" "BIL_zaidaVega_danzar_spanish_1214" "zaidaVeg" "danzar" "bilingual" "Spanish" "d" "unstressed" -63.12 510.77 392.64 6.04 69.39 365839847.6
"2170" "BIL_zaidaVega_dazzle_english_1072" "zaidaVeg" "dazzle" "bilingual" "English" "d" "stressed" 19.69 479.87 1143.63 5.01 38.27 7498552412.71
"2171" "BIL_zaidaVega_dazzle_english_1120" "zaidaVeg" "dazzle" "bilingual" "English" "d" "stressed" 14.25 567.41 747.09 4.25 25.05 1770109913.22
"2172" "BIL_zaidaVega_dazzle_english_1172" "zaidaVeg" "dazzle" "bilingual" "English" "d" "stressed" 17.47 415.03 673.86 8.46 103.95 2588298197.76
"2173" "BIL_zaidaVega_tabaco_spanish_1086" "zaidaVeg" "tabaco" "bilingual" "Spanish" "t" "unstressed" 12.82 527.38 461.63 9.11 167 896397573.66
"2174" "BIL_zaidaVega_tabaco_spanish_1114" "zaidaVeg" "tabaco" "bilingual" "Spanish" "t" "unstressed" 21.1 1363.75 2113.11 3.04 9.45 28672459343.06
"2175" "BIL_zaidaVega_tabaco_spanish_1198" "zaidaVeg" "tabaco" "bilingual" "Spanish" "t" "unstressed" 17.76 395.24 510.31 10.65 229.73 1414824180.58
"2176" "BIL_zaidaVega_taberna_spanish_1116" "zaidaVeg" "taberna" "bilingual" "Spanish" "t" "unstressed" 12.41 557.04 465.72 5.72 71.61 577538513.33
"2177" "BIL_zaidaVega_taberna_spanish_1184" "zaidaVeg" "taberna" "bilingual" "Spanish" "t" "unstressed" 9.43 646.32 520.78 4.93 42.26 696807388.11
"2178" "BIL_zaidaVega_taberna_spanish_1280" "zaidaVeg" "taberna" "bilingual" "Spanish" "t" "unstressed" 16.4 600.67 823.1 8.09 90.57 4512133812.47
"2179" "BIL_zaidaVega_tabla_english_1202" "zaidaVeg" "tabla" "bilingual" "English" "t" "stressed" 16.62 651.85 888.29 6.68 63.36 4684495035.22
"2180" "BIL_zaidaVega_tabla_spanish_1182" "zaidaVeg" "tabla" "bilingual" "Spanish" "t" "stressed" 21.29 1011.08 1355.65 4.36 28.59 10857541021.29
"2181" "BIL_zaidaVega_tabla_spanish_1246" "zaidaVeg" "tabla" "bilingual" "Spanish" "t" "stressed" 12.11 610.85 461.28 6.05 86.74 593777320.06
"2182" "BIL_zaidaVega_tabloid_english_1076" "zaidaVeg" "tabloid" "bilingual" "English" "t" "stressed" 64.27 2565.43 2441.42 0.65 0.05 9473438513.02
"2183" "BIL_zaidaVega_tabloid_english_1258" "zaidaVeg" "tabloid" "bilingual" "English" "t" "stressed" 55.89 1125.01 1396.91 2.3 6.57 6268477949.7
"2184" "BIL_zaidaVega_tabloid_english_1260" "zaidaVeg" "tabloid" "bilingual" "English" "t" "stressed" 81.19 2380.16 2136 0.43 -0.62 4189469592.28
"2185" "BIL_zaidaVega_taboo_english_1090" "zaidaVeg" "taboo" "bilingual" "English" "t" "unstressed" 56.16 1862.47 2160.74 1.72 3.18 17376830546.36
"2186" "BIL_zaidaVega_taboo_english_1092" "zaidaVeg" "taboo" "bilingual" "English" "t" "unstressed" 53.31 2263.07 2383.66 1.37 1.44 18568112127.8
"2187" "BIL_zaidaVega_taboo_english_1188" "zaidaVeg" "taboo" "bilingual" "English" "t" "unstressed" 60.83 2258.81 2517.44 1.31 1.63 20913860753.23
"2188" "BIL_zaidaVega_tackle_english_1082" "zaidaVeg" "tackle" "bilingual" "English" "t" "stressed" 50.7 4850.23 2954.18 -0.01 -0.72 -376273609.47
"2189" "BIL_zaidaVega_tackle_english_1094" "zaidaVeg" "tackle" "bilingual" "English" "t" "stressed" 85.86 3111.44 3064.75 0.72 -0.68 20590377804.39
"2190" "BIL_zaidaVega_tackle_english_1152" "zaidaVeg" "tackle" "bilingual" "English" "t" "stressed" 61.88 5937.45 3050.26 -0.39 -1.05 -10952402978.08
"2191" "BIL_zaidaVega_tactics_english_1002" "zaidaVeg" "tactics" "bilingual" "English" "t" "stressed" 60.23 2206.68 2595.77 1.48 1.86 25880582028.76
"2192" "BIL_zaidaVega_tactics_english_1098" "zaidaVeg" "tactics" "bilingual" "English" "t" "stressed" 54.74 2514.2 2829.66 1.09 0.26 24618315128.31
"2193" "BIL_zaidaVega_tactics_english_1102" "zaidaVeg" "tactics" "bilingual" "English" "t" "stressed" 56.96 3033.03 3375.38 0.82 -0.53 31700432460.03
"2194" "BIL_zaidaVega_tactil_spanish_1136" "zaidaVeg" "tactil" "bilingual" "Spanish" "t" "stressed" 20.58 1595.61 1676.67 2.43 9.53 11449287639.16
"2195" "BIL_zaidaVega_tactil_spanish_1148" "zaidaVeg" "tactil" "bilingual" "Spanish" "t" "stressed" -66.76 455.46 427.12 11.36 222.36 884905029.12
"2196" "BIL_zaidaVega_tactil_spanish_1186" "zaidaVeg" "tactil" "bilingual" "Spanish" "t" "stressed" 76.86 217.95 139.82 89.14 10732.64 243639294.82
"2197" "BIL_zaidaVega_tamano_spanish_1014" "zaidaVeg" "tamano" "bilingual" "Spanish" "t" "unstressed" 20.54 990.09 1896.38 3.37 11.87 23005760236.65
"2198" "BIL_zaidaVega_tamano_spanish_1174" "zaidaVeg" "tamano" "bilingual" "Spanish" "t" "unstressed" 13.73 594.37 689.72 7.08 79.08 2323881984.73
"2199" "BIL_zaidaVega_tamano_spanish_1240" "zaidaVeg" "tamano" "bilingual" "Spanish" "t" "unstressed" 15.51 554.56 693.37 7.97 96.68 2655681646.16
"2200" "BIL_zaidaVega_tambien_spanish_1058" "zaidaVeg" "tambien" "bilingual" "Spanish" "t" "unstressed" 23.13 1429.02 1844.22 2.86 9.32 17914306942.09
"2201" "BIL_zaidaVega_tambien_spanish_1220" "zaidaVeg" "tambien" "bilingual" "Spanish" "t" "unstressed" 12.13 497.59 391.91 6.46 119.37 389022285.85
"2202" "BIL_zaidaVega_tambien_spanish_1266" "zaidaVeg" "tambien" "bilingual" "Spanish" "t" "unstressed" 17.93 920.36 1328.55 4.58 30.15 10744061916.97
"2203" "BIL_zaidaVega_tambourine_english_1178" "zaidaVeg" "tambourine" "bilingual" "English" "t" "unstressed" 70.2 1980.47 2306.44 1.47 1.66 18055539134.42
"2204" "BIL_zaidaVega_tambourine_english_1204" "zaidaVeg" "tambourine" "bilingual" "English" "t" "unstressed" 56.58 1706.83 2233.4 2.22 4.79 24744240108.4
"2205" "BIL_zaidaVega_tambourine_english_1288" "zaidaVeg" "tambourine" "bilingual" "English" "t" "unstressed" 91.79 1372.46 2300.87 2.28 4.69 27743708139.78
"2206" "BIL_zaidaVega_tampoco_spanish_1128" "zaidaVeg" "tampoco" "bilingual" "Spanish" "t" "unstressed" 12.2 592.18 606.81 8.17 107.43 1825657747.8
"2207" "BIL_zaidaVega_tampoco_spanish_1196" "zaidaVeg" "tampoco" "bilingual" "Spanish" "t" "unstressed" 14.64 472.34 436.81 8.11 148.96 676004898.65
